set_id,label_id,spl_version,title,section,label
6a95effd-32a5-46b6-a30e-7f4f9bf8cc77,168e1482-e6a5-416d-9711-2c8d9c0dfebe,7,"These highlights do not include all the information needed to use RAYALDEE® safely and effectively.  See full prescribing information for RAYALDEE. 
RAYALDEE® (calcifediol) extended-release capsules, for oral use  
Initial U.S. Approval: 
2016",CO,"4  CONTRAINDICATIONS

None.





None (4)"
c00d1607-ac36-457b-a34b-75ad74f9cf0a,a9982b9f-49dc-474b-8179-da91897a7237,32,"These highlights do not include all the information needed to use INVIRASE safely and effectively. See full prescribing information for INVIRASE. 
INVIRASE® (saquinavir mesylate) tablets, for oral use
 Initial U.S. Approval: 1995",CO,"4 CONTRAINDICATIONS

INVIRASE/ritonavir is contraindicated in patients with congenital long QT syndrome, those with refractory hypokalemia or hypomagnesemia, and in combination with drugs that both increase saquinavir plasma concentrations and prolong the QT interval [see Warnings and Precautions (5.4) and Clinical Pharmacology (12.2)].
INVIRASE/ritonavir is contraindicated in patients with complete atrioventricular (AV) block without implanted pacemakers, or patients who are at high risk of complete AV block [see Warnings and Precautions (5.3)].
INVIRASE/ritonavir is contraindicated in patients with clinically significant hypersensitivity (e.g., anaphylactic reaction, Stevens-Johnson syndrome) to saquinavir, saquinavir mesylate, or any of its ingredients.
INVIRASE/ ritonavir is contraindicated in patients with severe hepatic impairment.
INVIRASE/ritonavir is contraindicated with drugs that are CYP3A substrates for which increased plasma levels may result in serious or life-threatening reactions [see Warnings and Precautions (5.2), Drug Interactions (7) and Clinical Pharmacology (12.3)].
INVIRASE/ritonavir is contraindicated in patients receiving the following co-administered drugs; however, it should be noted that this list is not intended to be exhaustive [see Drug Interactions (7) and Clinical Pharmacology (12.3)]



-Alpha 1-adrenoreceptor antagonist: alfuzosin

-Antiarrhythmics: amiodarone, bepridil, dofetilide, flecainide, lidocaine (systemic), propafenone, quinidine

-Antidepressant: trazodone

-Anti-infectives: clarithromycin, erythromycin, halofantrine, pentamidine

-Antimycobacterial Agents: rifampin

-Antipsychotics: lurasidone, clozapine, haloperidol, pimozide, sertindole, ziprasidone, phenothiazines (e.g. chlorpromazine, mesoridazine, thioridazine).

-Ergot Derivatives: dihydroergotamine, ergonovine, ergotamine, methylergonovine

-HIV-1 Protease Inhibitor: atazanavir

-HMG-CoA Reductase Inhibitors:  lovastatin, simvastatin

-Immunosuppressant: tacrolimus

-Non-nucleoside reverse transcriptase inhibitor (NNRTI): rilpivirine (concomitant use and switching from rilpivirine to INVIRASE/ritonavir without a washout period of at least 2 weeks is contraindicated)

-PDE5 Inhibitors: sildenafil (Revatio®)[for treatment of pulmonary arterial hypertension]

-Sedative/Hypnotics: triazolam, and orally administered midazolam

-Tyrosine kinase inhibitors: dasatinib, sunatinib

-Other drugs that are CYP3A substrates: disopyramide, quinine







INVIRASE/ritonavir is contraindicated in patients with congenital or documented acquired QT prolongation, patients with refractory hypokalemia or hypomagnesemia, or those on concomitant therapy with other drugs that prolong the QT interval. (4)
INVIRASE is contraindicated in patients with complete atrioventricular (AV) block without implanted pacemakers, or patients who are at high risk of complete AV block. (4)
INVIRASE is contraindicated in patients with clinically significant hypersensitivity (e.g., anaphylactic reaction, Stevens-Johnson syndrome) to saquinavir, saquinavir mesylate, or any of its ingredients. (4)
INVIRASE/ritonavir is contraindicated in patients with severe hepatic impairment. (4)
INVIRASE/ritonavir is contraindicated with CYP3A substrates for which increased plasma levels may result in serious or life-threatening reactions. (4)
INVIRASE/ritonavir is contraindicated to be coadministered with rifampin due to the risk of severe hepatotoxicity. (4)"
9ec59262-35c1-4d8e-8451-a7cfbacb0675,a07b1223-ea6c-43d6-9c57-2fcd604e982f,12,"These highlights do not include all the information needed to use BabyBIG, [Botulism Immune Globulin Intravenous (Human)], safely and effectively. See full prescribing information for BabyBIG.
 BabyBIG [Botulism Immune Globulin Intravenous (Human) (BIG-IV)] Lyophilized Powder for Reconstitution and Injection Initial U.S. Approval: 2003",CO,"4 CONTRAINDICATIONS


As with other immunoglobulin preparations, BabyBIG should not be used in individuals with a prior history of severe reaction to other human immunoglobulin preparations.[1-4]

Individuals with selective immunoglobulin A deficiency have the potential for developing antibodies to immunoglobulin A and could have anaphylactic reactions to the subsequent administration of blood products that contain immunoglobulin A.







Prior history of severe reaction to other human immunoglobulin preparations (4)
Selective immunoglobulin A deficiency with anti-IgA antibodies (4)"
1b97bd3a-1040-4511-b0e6-4758e8083ae5,8368e056-cfe2-4f4b-8033-dd7e14689eaf,3,"These highlights do not include all the information needed to use FARYDAK safely and effectively. See full prescribing information for FARYDAK.


FARYDAK® (panobinostat) capsules, for oral use

Initial U.S. Approval: 2015",CO,"4 CONTRAINDICATIONS

None
						





None (4)"
ed23b6bc-32c7-4c50-a53d-313ae78e5623,4c8a6a51-bd22-4e05-861a-fc5a56d71f4c,13,"CEFOTAXIME FOR INJECTION, USP",CO,"CONTRAINDICATIONS

Cefotaxime is contraindicated in patients who have shown hypersensitivity to cefotaxime sodium, or the cephalosporin group of antibiotics."
df4cd207-c3b8-4008-5290-02f296c2b4a6,8631bdd7-d667-42fe-878e-d7d146f3d5e8,21,"These highlights do not include all the information needed to use CORLOPAM® safely and effectively.  See full prescribing information for CORLOPAM®. 
CORLOPAM® (fenoldopam mesylate) injection, for intravenous use Initial U.S. Approval: 1997",CO,"4 CONTRAINDICATIONS 

None.





None (4)."
49c16717-7d86-4257-80c9-baa1417e5555,1629bcf4-47bc-4203-878f-c7daeb6e8fc7,3,Panretin gel Panretin®  (alitretinoin)  gel 0.1%  (For topical use only) Rx only,CO,"CONTRAINDICATIONS

Panretin® gel is contraindicated in patients with a known hypersensitivity to retinoids or to any of the ingredients of the product."
32fd2bb2-1cfa-4250-feb8-d7956c794e05,8323fbb8-fc24-472f-b6a7-c9bd0af1acee,16,"These highlights do not include all the information needed to use MYLOTARG safely and effectively. See full prescribing information for MYLOTARG.
 MYLOTARG™ (gemtuzumab ozogamicin) for injection, for intravenous use Initial U.S. Approval: 2000",CO,"4 CONTRAINDICATIONS

MYLOTARG is contraindicated in patients with a history of hypersensitivity to the active substance in MYLOTARG or any of its components or to any of the excipients. Reactions have included anaphylaxis [see Warnings and Precautions (5.2), Adverse Reactions (6)].





Hypersensitivity to MYLOTARG or any of its components (4)."
3784c35c-e87f-410c-900b-8fd6313c6010,4c7c1c0e-8107-4780-b8b9-cd0d443b74f6,13,"These highlights do not include all the information needed to use TYBOST safely and effectively. See full prescribing information for TYBOST. 
TYBOST® (cobicistat) tablets, for oral use Initial U.S. Approval: 2012",CO,"4 CONTRAINDICATIONS

The concomitant use of TYBOST with atazanavir or darunavir and the following drugs is contraindicated due to the potential for serious and/or life-threatening events or loss of therapeutic effect [see Drug Interactions (7.3) and Clinical Pharmacology (12.3)].

Alpha 1-adrenoreceptor antagonist: alfuzosin
Antianginal: ranolazine
Antiarrhythmic: dronedarone
Anticonvulsants: carbamazepine, phenobarbital, phenytoin
Anti-gout: colchicine
Antimycobacterial: rifampin
Antineoplastics: irinotecanThese contraindications apply only to TYBOST coadministered with atazanavir

Antipsychotics: lurasidone, pimozide
Ergot Derivatives: dihydroergotamine, ergotamine, methylergonovine
Herbal Products: St. John's wort (Hypericum perforatum)
Hormonal Contraceptives: drospirenone/ ethinyl estradiol

Lipid-modifying Agents: lomitapide, lovastatin, simvastatin
Non-nucleoside Reverse Transcriptase Inhibitor: nevirapine

Phosphodiesterase-5 (PDE-5) Inhibitor: sildenafil when administered as Revatio® for the treatment of pulmonary arterial hypertension
Protease Inhibitor: indinavir

Sedative/hypnotics triazolam, orally administered midazolam






Coadministration with certain drugs for which altered plasma concentrations are associated with serious and/or life-threatening events or loss of therapeutic effect. (4)"
baa68c79-5f3d-468a-a510-58b9e978cd50,cdc03368-9c60-d716-e053-2995a90a0963,10,"These highlights do not include all the information needed to use 
 RADIOGARDASE safely and effectively. See full prescribing information for 
 RADIOGARDASE.
 



RADIOGARDASE (prussian blue insoluble) capsules, for oral use 


Initial U.S. Approval: 2003",CO,"4 CONTRAINDICATIONS

None





None (
         
 
    4)"
96f19af4-de8f-4fd7-90d8-55fe6ebdd81d,2a2ba83c-8465-4d4e-8bd1-9bc73b50a3ab,15,"",CO,"CONTRAINDICATIONS 

Meclofenamate sodium capsules are contraindicated in patients with known hypersensitivity to meclofenamate sodium. 
Meclofenamate sodium capsules should not be given to patients who have experienced asthma, urticaria, or allergic-type reactions after taking aspirin or other NSAIDs. Severe, rarely fatal, anaphylactic-like reactions to NSAIDs have been reported in such patients (see WARNINGS: Anaphylactoid Reactions and PRECAUTIONS: Preexisting Asthma). 
Meclofenamate sodium capsules are contraindicated in the setting of coronary artery bypass graft (CABG) surgery (see WARNINGS)."
3819daf3-e935-2c53-c527-e1d57922f394,74de5d5c-4622-48f3-8837-9175cd504915,9,"These highlights do not include all the information needed to use ADDYI safely and effectively.  See full prescribing information for ADDYI.
ADDYI (flibanserin) tablets, for oral useInitial U.S. Approval: 2015",CO,"4 CONTRAINDICATIONS

ADDYI is contraindicated in patients:


•Using concomitant moderate or strong CYP3A4 inhibitors [see 
Boxed Warning
 and 
Warnings and Precautions (5.2)
].

•With hepatic impairment [see 
Boxed Warning
 and 
Warnings and Precautions (5.5)
].

•
With known hypersensitivity to ADDYI or any of its components. Reactions, including anaphylaxis, reactions consistent with angioedema (e.g., swelling of the face, lips, and mouth), pruritus, and urticaria have been reported [see 
Adverse Reactions (6.2)
].









•Moderate or strong cytochrome P450 3A4 (CYP3A4) inhibitors (4, 5.2)


•Hepatic impairment (4, 5.5)"
b4dfe70f-0a86-4488-9ba1-dcd8f86cbfcd,ce52186f-08a7-8c85-e053-2995a90a4e41,20211014,"These highlights do not include all the information needed to use CHIRHOSTIM® safely and effectively. See full prescribing information for CHIRHOSTIM®.
  

CHIRHOSTIM® (human secretin) for injection, for intravenous use
  

Initial U.S. Approval: 2004",CO,"CONTRAINDICATIONS

None.





None (4)"
2105d1c1-54ef-4d1a-a63c-b1619e8b50db,46f389a6-b16b-44af-b468-973805cc3c49,7,"",CO,"CONTRAINDICATIONS

Magnesium Chloride Injection should not be administered if there is renal impairment, marked myocardial disease or to comatose patients."
db23a56f-1e41-4843-9220-1b2e3059db41,14eaeca2-d602-48eb-a384-eee02a9a1b04,8,"4% Citanest Plain DentalPrilocaine Hydrochloride Injection, USP, 4% (72 mg/1.8 mL) (40 mg/mL)(prilocaine HCI Injection, USP)",CO,"CONTRAINDICATIONS

Prilocaine is contraindicated in patients with a known history of hypersensitivity to local anesthetics of the amide type and in those rare patients with congenital or idiopathic methemoglobinemia."
485ab3c5-0359-4878-872f-2fe1e7df4047,16b9611a-cd8a-4505-b095-de5ab4054b37,27,"These highlights do not include all the information needed to use BRINEURA safely and effectively. See full prescribing information for BRINEURA.


BRINEURA (cerliponase alfa) injection, for intraventricular use 

Initial U.S. Approval: 2017",CO,"4     CONTRAINDICATIONS

Brineura is contraindicated in patients with:

any sign or symptom of acute, unresolved localized infection on or around the device insertion site (e.g. cellulitis or abscess); or suspected or confirmed CNS infection (e.g. cloudy CSF or positive CSF gram stain, or meningitis) [see Warnings and Precautions (5.1)].
any acute intraventricular access device-related complication (e.g., leakage, extravasation of fluid, or device failure) [see Warnings and Precautions (5.2)].
ventriculoperitoneal shunts.








Any sign or symptom of acute or unresolved localized infection on or around the device insertion site (e.g. cellulitis or abscess); or suspected or confirmed CNS infection (e.g., cloudy CSF or positive CSF gram stain, or meningitis). (4)


Any acute intraventricular access device-related complication (e.g., leakage, extravasation of fluid, or device failure). (4)


Patients with ventriculoperitoneal shunts. (4)"
17f85d17-ab71-4f5b-9fe3-0b8c822f69ff,7ad83ddc-5af2-4a0c-ac86-97fcb10ea8a6,19,"These highlights do not include all the information needed to use PERJETA safely and effectively.  See full prescribing information for PERJETA. 
PERJETA® (pertuzumab) injection, for intravenous use Initial U.S. Approval:  2012",CO,"4 CONTRAINDICATIONS

PERJETA is contraindicated in patients with known hypersensitivity to pertuzumab or to any of its excipients.





PERJETA is contraindicated in patients with known hypersensitivity to pertuzumab or to any of its excipients. (4)"
75c0c785-38e0-4049-a6fb-b77581f5b35c,6dbb05d2-bf2c-4617-8e51-b5dfa80c0ce9,6,"These highlights do not include all the information needed to use FETROJA® safely and effectively. See full prescribing information for FETROJA. 
 FETROJA (cefiderocol) for injection, for intravenous use  Initial U.S. Approval: 2019",CO,"4 CONTRAINDICATIONS

FETROJA is contraindicated in patients with a known history of severe hypersensitivity to cefiderocol or other beta-lactam antibacterial drugs, or any other component of FETROJA [see Warnings and Precautions (5.2) and Adverse Reactions (6.1)].





FETROJA is contraindicated in patients with a known history of severe hypersensitivity to cefiderocol and other beta-lactam antibacterial drugs or other components of FETROJA. (4)"
33a147be-233a-40e8-a55e-e40936e28db0,bec46346-20b5-4dbe-bac3-b8564e906941,10,"These highlights do not include all the information needed to use EMGALITY safely and effectively. See full prescribing information for EMGALITY.EMGALITY (galcanezumab-gnlm) injection, for subcutaneous useInitial U.S. Approval: 2018",CO,"4 CONTRAINDICATIONS


EMGALITY is contraindicated in patients with serious hypersensitivity to galcanezumab-gnlm or to any of the excipients [see Warnings and Precautions (5.1)].






EMGALITY is contraindicated in patients with serious hypersensitivity to galcanezumab-gnlm or to any of the excipients. (4)"
52fea941-0b47-41c1-b00d-f88150e8ab93,d34804f5-bd27-3c6e-e053-2a95a90a770c,13,WARNING,CO,"CONTRAINDICATIONS 

Thioridazine hydrochloride tablet use should be avoided in combination with other drugs that are known to prolong the QTc interval and in patients with congenital long QT syndrome or a history of cardiac arrhythmias.
Reduced cytochrome P450 2D6 isozyme activity drugs that inhibit this isozyme (e.g., fluoxetine and paroxetine) and certain other drugs (e.g., fluvoxamine, propranolol, and pindolol) appear to appreciably inhibit the metabolism of thioridazine. The resulting elevated levels of thioridazine would be expected to augment the prolongation of the QTc interval associated with thioridazine and may increase the risk of serious, potentially fatal, cardiac arrhythmias, such as Torsades de pointes type arrhythmias. Such an increased risk may result also from the additive effect of coadministering thioridazine with other agents that prolong the QTc interval. Therefore, thioridazine is contraindicated with these drugs as well as in patients, comprising about 7% of the normal population, who are known to have a genetic defect leading to reduced levels of activity of P450 2D6 (see 
       
 
  WARNINGS and 
       
 
  PRECAUTIONS).
      

 
In common with other phenothiazines, thioridazine is contraindicated in severe central nervous system depression or comatose states from any cause including drug induced central nervous system depression (see 
       
 
  WARNINGS). It should also be noted that hypertensive or hypotensive heart disease of extreme degree is a contraindication of phenothiazine administration."
bfd9a2dd-7b40-40c0-b256-52f613395760,9d1148f3-0081-4574-ab81-8907cc61542b,3,"DylcloPro(Dyclonine Hydrochloride Topical Solution, USP, 0.5% and 1%)
Topical AnestheticRx only",CO,"CONTRAINDICATIONS:


Dyclonine HCl Topical Solution, USP is contraindicated in patients known to be hypersensitive (allergic) to the local anesthetic or to other components of Dyclonine HCl Topical Solution, USP."
56b6ba36-9b49-4422-a2a4-7bfa0d941a5d,7c581273-b507-4c4b-bcda-fa67a21b1c56,2,EULEXINTM (flutamide) CAPSULES USP,CO,"CONTRAINDICATIONS

Eulexin™ capsules are contraindicated in patients who are hypersensitive to Eulexin™ or any component of this preparation.
Eulexin™ capsules are contraindicated in patients with severe hepatic impairment (baseline hepatic enzymes should be evaluated prior to treatment)."
af9a96cf-1cd7-8ace-e053-2a95a90a18cc,0529ba94-9541-4ce3-8b59-0afb1e44e0f1,3,"These highlights do not include all the information needed to use TRUSELTIQ safely and effectively. See full prescribing information for TRUSELTIQ.
  

TRUSELTIQ (infigratinib) capsules, for oral use
  
Initial U.S. Approval: 2021",CO,"4. CONTRAINDICATIONS

None.





None. (4)"
abc1d07f-91ee-4421-bc9b-457d0ed41f4c,0db13470-fcc5-4378-86ab-20f36277ab3c,5,"TRIFLURIDINE OPHTHALMIC SOLUTION, 1%",CO,CONTRAINDICATIONS: Trifluridine Ophthalmic Solution is contraindicated for patients who develop hypersensitivity reactions or chemical intolerance to trifluridine.
571fe550-399d-4296-835c-37aa1ab9b409,c89793f0-318b-4481-8fc0-e9cb0dcc5244,6,"Carteolol Hydrochloride Ophthalmic Solution USP, 1%


Rx OnlySterile",CO,"CONTRAINDICATIONS

Carteolol is contraindicated in those individuals with bronchial asthma or with a history of bronchial asthma, or severe chronic obstructive pulmonary disease (see 
WARNINGS
); sinus bradycardia; second- and third-degree atrioventricular block; overt cardiac failure (see 
WARNINGS
); cardiogenic shock; or hypersensivity to any component of this product."
47547f93-489c-4298-aeea-d6a37ca6cb1d,d839b833-df53-337e-e053-2995a90a9f8b,5,"These highlights do not include all the information needed to use COPIKTRA safely and effectively. See full prescribing information for COPIKTRA.
  



COPIKTRA (duvelisib), capsules for oral use
  

Initial U.S. Approval: 2018",CO,"4 CONTRAINDICATIONS

None.





None."
c09c4cde-9f6c-4c4f-9d96-18beb5377564,c09c4cde-9f6c-4c4f-9d96-18beb5377564,1,"Methyltestosterone Capsules, USP, CIII (10 mg) Rx only",CO,"CONTRAINDICATIONS

Androgens are contraindicated in men with carcinomas of the breast or with known or suspected carcinomas of the prostate, and in women who are or may become pregnant. When administered to pregnant women, androgens cause virilization of the external genitalia of the female fetus. This virilization includes clitoromegaly, abnormal vaginal development, and fusion of genital folds to form a scrotal-like structure. The degree of masculinization is related to the amount of drug given and the age of the fetus, and is most likely to occur in the female fetus when the drugs are given in the first trimester. If the patient becomes pregnant while taking these drugs, she should be apprised of the potential hazard to the fetus."
efbdafa9-d18c-4e85-b4a2-1e620fc74e50,b925df27-bc19-4236-a82c-3194eb9a55f1,11,"These highlights do not include all the information needed to use ZYDELIG safely and effectively. See full prescribing information for ZYDELIG. 
 ZYDELIG® (idelalisib) tablets, for oral use Initial U.S. Approval: 2014",CO,"4 CONTRAINDICATIONS

Zydelig is contraindicated in patients with a history of serious hypersensitivity reactions to idelalisib, including anaphylaxis, or patients with a history of toxic epidermal necrolysis with any drug [see Warnings and Precautions (5.6, 5.7)] .





History of serious hypersensitivity reactions to idelalisib, including anaphylaxis, or history of toxic epidermal necrolysis with any drug. (4)"
aacdd8a7-18b7-43c6-b866-14aa491a0c15,26bc28c0-e8ff-470f-96c7-db44b1e690ab,10,FACT SHEET FOR HEALTH CARE PROVIDERSEMERGENCY USE AUTHORIZATION (EUA) OF BAMLANIVIMAB AND ETESEVIMAB,CO,"Contraindications


None.4 CONTRAINDICATIONS


None."
c7e9d8a6-e8c2-4681-9362-51d5bdbae00d,8aa4f3ff-a512-4826-b910-85ab6e89f466,10,FACT SHEET FOR HEALTH CARE PROVIDERSEMERGENCY USE AUTHORIZATION (EUA) OF BAMLANIVIMAB AND ETESEVIMAB,CO,"Contraindications


None.4 CONTRAINDICATIONS


None."
c986f93b-855d-4ef0-b620-5d41a0513e48,d02c8a27-7501-4b03-bf87-43f4948f11a5,12,"These highlights do not include all the information needed to use MYALEPT safely and effectively. See full prescribing information for MYALEPT.
MYALEPT® (metreleptin) for injection, for subcutaneous use Initial U.S. Approval: 2014",CO,"4 CONTRAINDICATIONS





General obesity not associated with congenital leptin deficiency. (4.1)
Hypersensitivity to metreleptin. (4.2)








4.1 General Obesity

MYALEPT is contraindicated in patients with general obesity not associated with congenital leptin deficiency. MYALEPT has not been shown to be effective in treating general obesity, and the development of anti-metreleptin antibodies with neutralizing activity has been reported in obese patients treated with MYALEPT [see 
Warnings and Precautions (5.1)
].








4.2 Hypersensitivity

MYALEPT is contraindicated in patients with prior severe hypersensitivity reactions to metreleptin or to any of the product components. Known hypersensitivity reactions have included anaphylaxis, urticaria and generalized rash [see 
Warnings and Precautions (5.6)
]."
33bff678-7829-479e-9110-b8e33a0bc0aa,bc7aae14-1ae0-4b09-b42a-c3f5a9c7ce11,11,"These highlights do not include all the information needed to use EXONDYS 51 safely and effectively.  See full prescribing information for EXONDYS 51.EXONDYS 51 (eteplirsen) injection, for intravenous useInitial U.S. Approval:  2016",CO,"4 CONTRAINDICATIONS


None.






None (4)"
35c227d1-5b24-44b0-b5d3-f0f6b1c46bd5,556ca30e-9f7f-478a-9ab7-281e2069f059,11,"These highlights do not include all the information needed to use VYONDYS 53 safely and effectively.  See full prescribing information for VYONDYS 53.
VYONDYS 53 (golodirsen) injection, for intravenous useInitial U.S. Approval:  2019",CO,"4        CONTRAINDICATIONS


None.






None (4)"
52f01c6e-172a-47a9-98a6-9eab7651a032,9b5328bf-b20d-4fc6-b776-12338075a66c,9,"These highlights do not include all the information needed to use Sodium Nitrite Injection safely and effectively. See full prescribing information for Sodium Nitrite Injection.
Sodium Nitrite Injection, USPInitial U.S. Approval: 2011",CO,"4 CONTRAINDICATIONS

None






None. (4)"
4b5ab444-0e1a-4984-99db-76ad11a298ee,8dbc8c92-e63c-43cf-8584-333d8b53ddde,2,"These highlights do not include all the information needed to use VONJO safely and effectively. See full prescribing information for VONJO.
VONJO™ (pacritinib) capsules, for oral useInitial U.S. Approval: 2022",CO,"4 CONTRAINDICATIONS


VONJO is contraindicated in patients concomitantly using strong CYP3A4 inhibitors or inducers as these medications can significantly alter exposure to pacritinib, which may increase the risk of adverse reactions or impair efficacy [see Warnings and Precautions (5.1, 5.2, 5.3,5.4), Drug Interactions (7.1), and Clinical Pharmacology (12.3)].






Concomitant use of strong CYP3A4 inhibitors or inducers (4)"
3a0096c7-8139-44cd-bba4-520ab05c2cb2,2f379d7b-dcfd-4629-b14c-2f1d37891f7e,5,"These highlights do not include all the information needed to use SYNAGIS safely and effectively. See full prescribing information for SYNAGIS.
SYNAGIS® (palivizumab) injection, for intramuscular useInitial U.S. Approval: 1998",CO,"4 CONTRAINDICATIONS


Synagis is contraindicated in children who have had a previous significant hypersensitivity reaction to Synagis [see 
Warnings and Precautions (5.1)
].






Previous significant hypersensitivity reaction to Synagis. (4)"
