set_id,label_id,spl_version,title,section,label,gpt_annotation
  
     7.4)
 
    

Strong CYP3A4 and UGT1A1 Inducers: Coadministration with PONVORY is not recommended. (
  
     7.5)
 
    








7.1 Anti-Neoplastic, Immune-Modulating, or Immunosuppressive Therapies

PONVORY has not been studied in combination with anti-neoplastic, immune-modulating, or immunosuppressive therapies. Caution should be used during concomitant administration because of the risk of additive immune effects during such therapy and in the weeks following administration
 
  [see
  
   Warnings and Precautions (5.1)]
 
  .

 
When switching from drugs with prolonged immune effects, the half-life and mode of action of these drugs must be considered in order to avoid unintended additive effects on the immune system
 
  [see
  
   Warnings and Precautions (5.10)]
 
  .

 
Because of the characteristics and duration of alemtuzumab immune suppressive effects, initiating treatment with PONVORY after alemtuzumab is not recommended.
PONVORY can generally be started immediately after discontinuation of beta interferon or glatiramer acetate.








7.2 Anti-Arrhythmic Drugs, QT Prolonging Drugs, Drugs that may Decrease Heart Rate

PONVORY has not been studied in patients taking QT prolonging drugs.
Class Ia (e.g., quinidine, procainamide) and Class III (e.g., amiodarone, sotalol) anti-arrhythmic drugs have been associated with cases of Torsades de Pointes in patients with bradycardia. If treatment with PONVORY is considered, advice from a cardiologist should be sought.
Because of the potential additive effects on heart rate, treatment with PONVORY should generally not be initiated in patients who are concurrently treated with QT prolonging drugs with known arrhythmogenic properties, heart rate lowering calcium channel blockers (e.g., verapamil, diltiazem), or other drugs that may decrease heart rate (e.g., digoxin)
 
  [see
  
   Warnings and Precautions (5.2)and
  
   Drug Interactions (7.3)]
 
  . If treatment with PONVORY is considered, advice from a cardiologist should be sought.

 








7.3 Beta-Blockers

Caution should be applied when PONVORY is initiated in patients receiving treatment with a beta-blocker because of the additive effects on lowering heart rate; temporary interruption of the beta-blocker treatment may be needed prior to initiation of PONVORY
 
  [see
  
   Warnings and Precautions (5.2)]
 
  . Beta-blocker treatment can be initiated in patients receiving stable doses of PONVORY.

 








7.4 Vaccination

During, and for up to 1 to 2 weeks after discontinuation of, treatment with PONVORY, vaccinations may be less effective. The use of live
 
  attenuatedvaccines may carry the risk of infection and should therefore be avoided during PONVORY treatment and for 1 to 2 weeks after discontinuation of treatment with PONVORY
 
  [see
  
   Warnings and Precautions (5.1)]
 
  .

 








7.5 Strong CYP3A4 and UGT1A1 Inducers


In vitroassessments and limited clinical data indicated that concomitant use of strong CYP3A4 and UGT1A1 inducers (e.g., rifampin, phenytoin, carbamazepine) may decrease the systemic exposure of ponesimod. It is unclear whether this decrease in ponesimod systemic exposure would be considered of clinical relevance. Coadministration of PONVORY with strong CYP3A4 and UGT1A1 inducers is not recommended.","quinidine, procainamide, amiodarone, sotalol, verapamil, diltiazem, digoxin, rifampin, phenytoin, carbamazepine"
a0c72bff-20f3-4241-b966-34a95178d1a3,3e563fe2-9ad4-4458-83cf-588188f46ba6,15,GALZIN® (Zinc Acetate) Capsules,DI,"Drug Interactions

Pharmacodynamic studies in Wilson’s disease patients failed to demonstrate drug interactions between zinc acetate (50 mg t.i.d.) and ascorbic acid (1 g daily), penicillamine (1 g daily), and trientine (1 g daily). Therefore, precautions for zinc acetate effects do not seem necessary when Wilson’s disease patients are taking vitamin C or approved chelating agents. However, no data are available to demonstrate that zinc acetate should be added to other drugs used for the treatment of Wilson’s disease patients or is safe.","ascorbic acid, penicillamine, trientine"
59984249-e3ff-4f97-8d7a-c1a905d604a8,115d2334-1943-4e4e-bd30-eab20521e7e5,14,"These highlights do not include all the information needed to use GAVRETO safely and effectively.  See full prescribing information for GAVRETO.
 GAVRETO® (pralsetinib) capsules, for oral use Initial U.S. Approval: 2020",DI,"7 DRUG INTERACTIONS






Strong or moderate CYP3A inhibitors and/or P-gp inhibitors: Avoid coadministration. If coadministration cannot be avoided, reduce the dose of GAVRETO. (2.4, 7.1, 12.3)

Strong or moderate CYP3A inducers: Avoid coadministration. If coadministration cannot be avoided, increase the dose of GAVRETO. (2.5, 7.1, 12.3)








7.1 	Effects of Other Drugs on GAVRETO







Strong or Moderate CYP3A and/or P-gp Inhibitors

Concomitant use with a strong or moderate CYP3A inhibitor and/or a P-gp inhibitor increases pralsetinib exposure [Clinical Pharmacology (12.3)], which may increase the risk of adverse reactions related to GAVRETO. Avoid coadministration of GAVRETO with a strong or moderate CYP3A and/or P-gp inhibitor. If coadministration with any of the above inhibitors cannot be avoided, reduce the GAVRETO dose [see Dosage and Administration (2.4)].











Strong or moderate CYP3A Inducers

Concomitant use with a strong CYP3A inducer decreases pralsetinib exposure [see Clinical Pharmacology (12.3)], which may decrease efficacy of GAVRETO. Avoid concomitant use of GAVRETO with strong or moderate CYP3A inducers. If coadministration of GAVRETO with strong or moderate CYP3A inducers cannot be avoided, increase the GAVRETO dose [see Dosage and Administration (2.5)].","CYP3A inhibitors,P-gp inhibitors,CYP3A inducers"
0ae10bc4-6b65-402f-9db5-2d7753054922,619ea95d-54eb-4525-a7fa-7bfccc0cc80d,21,"These highlights do not include all the information needed to use Elitek safely and effectively. See full prescribing information for Elitek®. ELITEK (rasburicase) for injection, for intravenous useInitial U.S. Approval: 2002",DI,"7	DRUG INTERACTIONS







Laboratory Test Interference

 At room temperature, Elitek causes enzymatic degradation of the uric acid in blood/plasma/serum samples potentially resulting in spuriously low plasma uric acid assay readings.  The following special sample handling procedure must be followed to avoid ex vivo uric acid degradation.
Uric acid must be analyzed in plasma.  Blood must be collected into prechilled tubes containing heparin anticoagulant.  Immediately immerse plasma samples for uric acid measurement in an ice water bath.  Plasma samples must be prepared by centrifugation in a precooled centrifuge (4°C).  Finally, the plasma must be maintained in an ice water bath and analyzed for uric acid within four hours of collection [see Boxed Warning].
Rasburicase does not metabolize allopurinol, cytarabine, methylprednisolone, methotrexate, 6-mercaptopurine, thioguanine, etoposide, daunorubicin, cyclophosphamide or vincristine in vitro. No metabolic-based drug interactions are therefore anticipated with these agents in patients.","allopurinol, cytarabine, methylprednisolone, methotrexate, 6-mercaptopurine, thioguanine, etoposide, daunorubicin, cyclophosphamide, vincristine"
abd1f64e-4283-4370-aae8-3666316aa36e,02f9e270-6046-83b6-e063-6394a90afc27,13,"Streptomycin for Injection, USP
 

1 gram*/vial
 

*Each vial contains Streptomycin Sulfate USP equivalent to 1 gram Streptomycin
 

For Intramuscular Use",DI,"Drug Interactions


The ototoxic effects of the aminoglycosides, including streptomycin, are potentiated by the coadministration of ethacrynic acid, furosemide, mannitol and possibly other diuretics.","ethacrynic acid,furosemide,mannitol"
e49e1a61-1b7c-4be5-ac84-af6240b511e7,1148daf7-47c1-4ef3-8162-41f8b37201ab,22,"These highlights do not include all the information needed to use XOFLUZA safely and effectively. See full prescribing information for XOFLUZA. 
XOFLUZA® (baloxavir marboxil) tablets, for oral use XOFLUZA® (baloxavir marboxil) for oral suspension Initial U.S. Approval: 2018",DI,"7 DRUG INTERACTIONS





Avoid coadministration of XOFLUZA with dairy products, calcium-fortified beverages, polyvalent cation-containing laxatives, antacids, or oral supplements (e.g., calcium, iron, magnesium, selenium, or zinc). (2.1,7.1)
Live attenuated influenza vaccines may be affected by antivirals. (7.2)








7.1 Effect of Other Drugs on XOFLUZA

Baloxavir may form a chelate with polyvalent cations such as calcium, aluminum, or magnesium. Coadministration with polyvalent cation-containing products may decrease plasma concentrations of baloxavir [see Clinical Pharmacology (12.3)], which may reduce XOFLUZA efficacy. Avoid coadministration of XOFLUZA with dairy products, calcium-fortified beverages, polyvalent cation-containing laxatives, antacids, or oral supplements (e.g., calcium, iron, magnesium, selenium, or zinc).








7.2 Vaccines

The concurrent use of XOFLUZA with intranasal live attenuated influenza vaccine (LAIV) has not been evaluated. Concurrent administration of antiviral drugs may inhibit viral replication of LAIV and thereby decrease the effectiveness of LAIV vaccination. Interactions between inactivated influenza vaccines and XOFLUZA have not been evaluated.","dairy products, calcium-fortified beverages, polyvalent cation-containing laxatives, antacids, calcium, iron, magnesium, selenium, zinc, intranasal live attenuated influenza vaccine, antiviral drugs"
df12ceb2-5b4b-4ab5-a317-2a36bf2a3cda,46ab013a-7f43-41f7-8ee8-fc77437561ee,19,"These highlights do not include all the information needed to use GAZYVA safely and effectively. See full prescribing information for GAZYVA. 
GAZYVA® (obinutuzumab) injection, for intravenous use Initial U.S. Approval: 2013",DI,,""
ff9baf45-830f-4a8a-8986-5caeaa1b38cf,03bf22bc-626c-eaf3-e063-6394a90a1e3a,4,"These highlights do not include all the information needed to use LITHIUM ORAL SOLUTION safely and effectively. See full prescribing information for LITHIUM ORAL SOLUTION.
 

LITHIUM oral solution, for oral use
 

Initial U.S. Approval: 1970",DI,"7 DRUG INTERACTIONS





Diuretics, NSAID, renin-angiotensin system antagonists, or metronidazole may increase lithium serum concentrations. Recommend frequent monitoring of serum lithium concentration and adjust dosage when necessary. (
  
     2.3,
  
     7.1)
 
    
Serotonergic Agents: Increased risk of serotonin syndrome when co-administered with lithium. (
  
     5.6,
  
     7.1)
 
    
Antipsychotics: There have been reports of neurologic adverse reactions in patients treated with lithium and an antipsychotic, ranging from extrapyramidal symptoms to neuroleptic malignant syndrome. (
  
     5.5,
  
     7.1)
 
    








7.1 Drugs Having Clinically Important Interactions with Lithium


Table 4: Clinically Important Drug Interactions with Lithium








Diuretics






Clinical Impact:



Diuretic-induced sodium loss may reduce lithium clearance and increase serum lithium concentrations
     
      .






Intervention:



More frequent monitoring of serum electrolyte and lithium concentrations. Reduce lithium dosage based on serum lithium concentration and clinical response
     
      [see Dosage and Administration (
      
       2.3), Warning and Precautions (
      
       5.3)].
     
      






Non-Steroidal Anti-inflammatory Drugs (NSAID)






Clinical Impact:



NSAID decrease renal blood flow, resulting in decreased renal clearance and increased serum lithium concentrations.





Intervention:



More frequent serum lithium concentration monitoring. Reduce lithium dosage based on serum lithium concentration and clinical response
     
      [see Dosage and Administration (
      
       2.3)]
     
      .
    
     





Renin-Angiotensin System Antagonists






Clinical Impact:



Concomitant use increase steady-state serum lithium concentrations.





Intervention:



More frequent monitoring of serum lithium concentration. Reduce lithium dosage based on serum lithium concentration and clinical response
     
      [see Dosage and Administration (
      
       2.3)]
     
      .
    
     





Serotonergic Drugs






Clinical Impact:



Concomitant use can precipitate serotonin syndrome.





Intervention:



Monitor patients for signs and symptoms of serotonin syndrome, particularly during lithium initiation. If serotonin syndrome occurs, consider discontinuation of lithium and/or concomitant serotonergic drugs
     
      [see Warnings and Precautions (
      
       5.6)].
     
      






Nitroimidazole Antibiotics






Clinical Impact:



Concomitant use may increase serum lithium concentrations due to reduced renal clearance.





Intervention:



More frequent monitoring of serum lithium concentration. Reduce lithium dosage based on serum lithium concentration and clinical response
     
      [see Dosage and Administration (
      
       2.3)].
     
      






Acetazolamide, Urea, Xanthine Preparations, Alkalinizing Agents






Clinical Impact:



Concomitant use can lower serum lithium concentrations by increasing urinary lithium excretion.





Intervention:



More frequent serum lithium concentration monitoring. Increase lithium dosage based on serum lithium concentration and clinical response
     
      [see Dosage and Administration (
      
       2.3)]
     
      .
    
     





Methyldopa, Phenytoin and Carbamazepine






Clinical Impact:



Concomitant use may increase risk of adverse reactions of these drugs.





Intervention:



Monitor patients closely for adverse reactions of methyldopa, phenytoin, and carbamazepine.





Iodide Preparations






Clinical Impact:



Concomitant use may produce hypothyroidism.





Intervention:



Monitor patients for signs or symptoms of hypothyroidism [see
     
      Warnings and Precautions (
      
       5.7)]
     
      .
    
     





Calcium Channel Blocking Agents (CCB)






Clinical Impact:



Concomitant use may increase the risk of neurologic adverse reactions in the form of ataxia, tremors, nausea, vomiting, diarrhea and/or tinnitus.





Intervention:



Monitor for neurologic adverse reactions.





Atypical and Typical Antipsychotic Drugs






Clinical Impact:



Reports of neurotoxic reactions in patients treated with both lithium and an antipsychotic, ranging from extrapyramidal symptoms to neuroleptic malignant syndrome, as well as reports of an encephalopathic syndrome in few patients treated with concomitant therapy
     
      [see
Warnings and Precautions (
      
       5.5)].
     
      






Intervention:



Monitor for neurologic adverse reactions.





Sodium-Glucose Cotransporter 2 (SGLT2) inhibitor






Clinical Impact:



Concomitant use of lithium with an SGLT2 inhibitor may decrease serum lithium concentrations.





Intervention:



Monitor serum lithium concentration more frequently during SGLT2 inhibitor initiation and dosage changes.





Neuromuscular Blocking Agents






Clinical Impact:



Lithium may prolong the effects of neuromuscular blocking agents.





Intervention:



Monitor for prolonged paralysis.","Diuretics, NSAID, renin-angiotensin system antagonists, metronidazole, serotonergic agents, antipsychotics, acetazolamide, urea, xanthine preparations, alkalinizing agents, methyldopa, phenytoin, carbamazepine, iodide preparations, calcium channel blocking agents, atypical antipsychotic drugs, typical antipsychotic drugs, sodium-glucose cotransporter 2 inhibitor, neuromuscular blocking agents"
0fe9ff20-d402-41f3-bc1e-7002ea7007db,046cf609-69fd-47b9-9e48-dd2ceec3be64,14,"These highlights do not include all the information needed to use ALUNBRIG safely and effectively. See full prescribing information for ALUNBRIG.
 ALUNBRIG® (brigatinib) tablets, for oral use Initial U.S. Approval: 2017",DI,"7 DRUG INTERACTIONS






CYP3A Inhibitors: Avoid coadministration of ALUNBRIG with strong or moderate CYP3A inhibitors. If coadministration of a strong or moderate CYP3A inhibitor is unavoidable, reduce the dose of ALUNBRIG. (2.4, 7.1)

CYP3A Inducers: Avoid coadministration of ALUNBRIG with strong or moderate CYP3A inducers. If coadministration of a moderate CYP3A inducer is unavoidable, increase the dose of ALUNBRIG. (2.5, 7.1)








7.1	Effect of Other Drugs on ALUNBRIG







Strong or Moderate CYP3A Inhibitors

Coadministration of ALUNBRIG with a strong or moderate CYP3A inhibitor increased brigatinib plasma concentrations, which may increase the incidence of adverse reactions [see Clinical Pharmacology (12.3)]. Avoid coadministration of ALUNBRIG with strong or moderate CYP3A inhibitors. If coadministration of strong or moderate CYP3A inhibitors cannot be avoided, modify dose as recommended [see Dosage and Administration (2.4)].










Strong or Moderate CYP3A Inducers

Coadministration of ALUNBRIG with a strong or moderate CYP3A inducer decreased brigatinib plasma concentrations, which may decrease the efficacy of ALUNBRIG [see Clinical Pharmacology (12.3)]. Avoid coadministration of ALUNBRIG with strong or moderate CYP3A inducers. If coadministration of moderate CYP3A inducers cannot be avoided, modify dose as recommended [see Dosage and Administration (2.5)].","CYP3A Inhibitors, CYP3A Inducers"
1a550c33-456a-4833-814e-8591aea7c688,044e3e17-7930-63ae-e063-6294a90acb9b,10,"These highlights do not include all the information needed to use SILIQ safely and effectively. See full prescribing information for SILIQ.
 

SILIQ 
 ®(brodalumab) injection, for subcutaneous use
 
Initial U.S. Approval: 2017",DI,"7 DRUG INTERACTIONS





7.1 Live Vaccinations

Avoid use of live vaccines in patients treated with SILIQ
 
  [see Warnings and Precautions (
  
   5.6)].
 
  









7.2 CYP450 Substrates

The formation of CYP450 enzymes can be altered by increased levels of certain cytokines (e.g., IL-1, IL-6, IL-10, TNFα, IFN) during chronic inflammation. Treatment with SILIQ may modulate serum levels of some cytokines.
Therefore, upon initiation or discontinuation of SILIQ in patients who are receiving concomitant drugs which are CYP450 substrates, particularly those with a narrow therapeutic index, consider monitoring for effect (e.g., for warfarin) or drug concentration (e.g., for cyclosporine) and consider dosage modification of the CYP450 substrate
 
  [see Clinical Pharmacology (
  
   12.3)].","warfarin, cyclosporine"
1a5b68e2-14d0-419d-9ec6-1ca97145e838,9a2e06ef-8cc7-4f2a-ae57-fb965b37550b,16,"These highlights do not include all the information needed to use TRINTELLIX safely and effectively. See full prescribing information for TRINTELLIX.
 TRINTELLIX (vortioxetine) tablets, for oral use Initial U.S. Approval: 2013",DI,"7 DRUG INTERACTIONS





Strong inhibitors of CYP2D6: Reduce TRINTELLIX dose by half when coadministered (2.5, 7.1).
Strong CYP Inducers: Consider dose increase of  TRINTELLIX dose when coadministered for more than 14 days. The maximum recommended dose should not exceed 3 times the original dose (2.6, 7.1). 








7.1	Drugs Having Clinically Important Interactions with TRINTELLIX


Table 4: Clinically Important Drug Interactions with TRINTELLIX 





Monoamine Oxidase Inhibitors (MAOIs)




Clinical Impact

The concomitant use of SSRIs and SNRIs including TRINTELLIX with MAOIs increases the risk of serotonin syndrome.



Intervention

Concomitant use of TRINTELLIX is contraindicated:
With an MAOI intended to treat psychiatric disorders or within 21 days of stopping treatment with TRINTELLIX.
Within 14 days of stopping an MAOI intended to treat psychiatric disorders.
In a patient who is being treated with linezolid or intravenous methylene blue.

[see Dosage and Administration (2.4), Contraindications (4), Warnings and Precautions (5.2)]




Examples

selegiline, tranylcypromine, isocarboxazid, phenelzine, linezolid, methylene blue



Other Serotonergic Drugs




Clinical Impact

Concomitant use of TRINTELLIX with other serotonergic drugs increases the risk of serotonin syndrome.



Intervention

Monitor for symptoms of serotonin syndrome when TRINTELLIX is used concomitantly with other drugs that may affect the serotonergic neurotransmitter systems. If serotonin syndrome occurs, consider discontinuation of TRINTELLIX and/or concomitant serotonergic drugs [see Warnings and Precautions (5.2)].



Examples

Other SNRIs, SSRIs, triptans, tricyclic antidepressants, opioids, lithium, buspirone, amphetamines, tryptophan, and St. John's Wort



Strong Inhibitors of CYP2D6




Clinical Impact

Concomitant use of TRINTELLIX with strong CYP2D6 inhibitors increases plasma concentrations of vortioxetine.



Intervention

Reduce TRINTELLIX dose by half when a strong CYP2D6 inhibitor is coadministered [see Dosage and Administration (2.5)].



Examples

bupropion, fluoxetine, paroxetine, quinidine



Strong CYP Inducers




Clinical Impact

Concomitant use of TRINTELLIX with a strong CYP inducer decreases plasma concentrations of vortioxetine.



Intervention

Consider increasing the TRINTELLIX dose when a strong CYP inducer is coadministered. The maximum dose is not recommended to exceed three times the original dose [see Dosage and Administration (2.6)].




Examples

rifampin, carbamazepine, phenytoin



Drugs that Interfere with Hemostasis (antiplatelets agents and anticoagulants)



Clinical Impact

Concomitant use of TRINTELLIX with an antiplatelet or anticoagulant drug may potentiate the risk of bleeding.



Intervention

Inform patients of the increased risk of bleeding associated with the concomitant use of TRINTELLIX and antiplatelet agents and anticoagulants. For patients taking warfarin, carefully monitor the international normalized ratio [see Warnings and Precautions (5.3), Drug Interactions (7.2)].



Examples

aspirin, clopidogrel, heparin, warfarin



Drugs Highly Bound to Plasma Protein




Clinical Impact

TRINTELLIX is highly bound to plasma protein. The concomitant use of TRINTELLIX with another drug that is highly bound to plasma protein may increase free concentrations of TRINTELLIX or other tightly-bound drugs in plasma.




Intervention

Monitor for adverse reactions and reduce dosage of TRINTELLIX or other protein bound drugs as warranted [see Drug Interactions (7.2)].



Examples

Warfarin











7.2	Effect of TRINTELLIX on Other Drugs







Other CNS Active Agents

No clinically relevant effect was observed on steady-state lithium exposure following coadministration with multiple daily doses of TRINTELLIX. Multiple doses of TRINTELLIX did not affect the pharmacokinetics or pharmacodynamics (composite cognitive score) of diazepam [see Clinical Pharmacology (12.3)].
A clinical study has shown that TRINTELLIX (single dose of 20 or 40 mg) did not increase the impairment of mental and motor skills caused by alcohol (single dose of 0.6 g/kg) [see Clinical Pharmacology (12.3)].










Drugs That Interfere with Hemostasis

Following coadministration of stable doses of warfarin (1 to 10 mg/day) with multiple daily doses of TRINTELLIX, no significant effects were observed in INR, prothrombin values or total warfarin (protein bound plus free drug) pharmacokinetics for both R- and S-warfarin. Coadministration of aspirin 150 mg/day with multiple daily doses of TRINTELLIX had no significant inhibitory effect on platelet aggregation or pharmacokinetics of aspirin and salicylic acid [see Clinical Pharmacology (12.3)]. Patients receiving other drugs that interfere with hemostasis should be carefully monitored when TRINTELLIX is initiated or discontinued [see Warnings and Precautions (5.3), Drug Interactions (7.1)].










Highly Protein Bound Drugs

In a clinical study with coadministration of TRINTELLIX (10 mg/day) and warfarin (1 mg/day to 10 mg/day), a highly protein bound drug, no significant change in INR was observed [see Drug Interactions (7.1), Clinical Pharmacology (12.3)].










7.3	Interference with Urine Enzyme Immunoassays for Methadone

False positive results in urine enzyme immunoassays for methadone have been reported in patients who have taken vortioxetine. An alternative analytical technique (e.g., chromatographic methods) should be considered to confirm positive methadone urine drug screen results.","selegiline, tranylcypromine, isocarboxazid, phenelzine, linezolid, methylene blue, SNRIs, SSRIs, triptans, tricyclic antidepressants, opioids, lithium, buspirone, amphetamines, tryptophan, St. John's Wort, bupropion, fluoxetine, paroxetine, quinidine, rifampin, carbamazepine, phenytoin, aspirin, clopidogrel, heparin, warfarin, diazepam, alcohol"
6e566303-d93a-4130-b764-25749829aa95,5cd1b348-e083-4b70-855b-eb440e5b4b57,1133,"These highlights do not include all the information needed to use KRYSTEXXA safely and effectively. See full prescribing information for KRYSTEXXA
 KRYSTEXXA® (pegloticase) injection, for intravenous use  Initial U.S. Approval: 2010",DI,"7	DRUG INTERACTIONS





7.1	Methotrexate

KRYSTEXXA 8 mg every 2 weeks has been studied in patients with chronic gout refractory to conventional therapy taking concomitant oral methotrexate 15 mg weekly [see Clinical Studies (14)]. Co-administration of methotrexate with KRYSTEXXA may increase pegloticase concentration compared to KRYSTEXXA alone [see Clinical Pharmacology (12.3)].








7.2	PEGylated products

Because anti-pegloticase antibodies appear to bind to the PEG portion of the drug, there may be potential for binding with other PEGylated products. The impact of anti-PEG antibodies on patients' responses to other PEG-containing therapeutics is unknown.",Methotrexate
82f4d266-3f52-41eb-86ba-0abf3cf468e8,cd7a015f-9e8e-496e-9c70-cf3c630b779e,18,"These highlights do not include all the information needed to use REBLOZYL safely and effectively. See full prescribing information for REBLOZYL.
 REBLOZYL® (luspatercept-aamt) for injection, for subcutaneous use Initial U.S. Approval:  2019",DI,,""
aaeaef94-f3f5-4367-8ea2-b181d7be2da8,0916c545-7f68-439d-86f8-66b166eab6d0,19,"These highlights do not include all the information needed to use KISQALI safely and effectively. See full prescribing information for KISQALI.
		
KISQALI® (ribociclib) tablets, for oral use
		Initial U.S. Approval: 2017",DI,"7     DRUG INTERACTIONS





CYP3A4 Inhibitors: Avoid concomitant use of KISQALI with strong CYP3A inhibitors. If strong inhibitors cannot be avoided, reduce KISQALI dose. (2.2, 7.1)
CYP3A4 Inducers: Avoid concomitant use of KISQALI with strong CYP3A inducers. (7.2)
									
CYP3A Substrates: The dose of sensitive CYP3A substrates with narrow therapeutic indices may need to be reduced when given concurrently with KISQALI. (7.3)
									
Drugs Known to Prolong QT Interval: Avoid concomitant use of drugs known to prolong QT interval, such as anti-arrhythmic medicines. (7.4)








7.1     Drugs That May Increase Ribociclib Plasma Concentrations


CYP3A4 Inhibitors

Coadministration of a strong CYP3A4 inhibitor (ritonavir) increased ribociclib exposure in healthy subjects by 3.2-fold [see Clinical Pharmacology (12.3)]. Avoid concomitant use of strong CYP3A inhibitors (e.g., boceprevir, clarithromycin, conivaptan, grapefruit juice, indinavir, itraconazole, ketoconazole, lopinavir/ritonavir, nefazodone, nelfinavir, posaconazole, ritonavir, saquinavir, and voriconazole) and consider alternative concomitant medications with less potential for CYP3A inhibition.
If coadministration of KISQALI with a strong CYP3A inhibitor cannot be avoided, reduce the dose of KISQALI to 400 mg once daily [see Dosage and Administration (2.2)].
Instruct patients to avoid grapefruit or grapefruit juice, which are known to inhibit cytochrome CYP3A enzymes and may increase the exposure to ribociclib [see Patient Counseling Information (17)].








7.2     Drugs That May Decrease Ribociclib Plasma Concentrations
							


CYP3A4 Inducers

Coadministration of a strong CYP3A4 inducer (rifampin) decreased the plasma exposure of ribociclib in healthy subjects by 89% [see Clinical Pharmacology (12.3)]. Avoid concomitant use of strong CYP3A inducers and consider an alternate concomitant medication with no or minimal potential to induce CYP3A (e.g., phenytoin, rifampin, carbamazepine, and St. John’s wort [Hypericum perforatum]).








7.3     Effect of KISQALI on Other Drugs


CYP3A Substrates with Narrow Therapeutic Index

Coadministration of midazolam (a sensitive CYP3A4 substrate) with multiple doses of KISQALI (400 mg) increased the midazolam exposure by 3.8-fold in healthy subjects, compared with administration of midazolam alone [see Clinical Pharmacology (12.3)]. KISQALI given at the clinically relevant dose of 600 mg is predicted to increase the midazolam AUC by 5.2-fold. Therefore, caution is recommended when KISQALI is administered with CYP3A substrates with a narrow therapeutic index. The dose of a sensitive CYP3A substrate with a narrow therapeutic index, including but not limited to alfentanil, cyclosporine, dihydroergotamine, ergotamine, everolimus, fentanyl, pimozide, quinidine, sirolimus, and tacrolimus, may need to be reduced as ribociclib can increase their exposure.








7.4     Drugs That Prolong the QT Interval

Avoid coadministration of KISQALI with medicinal products with a known potential to prolong QT, such as antiarrhythmic medicines (including, but not limited to amiodarone, disopyramide, procainamide, quinidine, and sotalol), and other drugs that are known to prolong the QT interval (including, but not limited to, chloroquine, halofantrine, clarithromycin, haloperidol, methadone, moxifloxacin, bepridil, pimozide, and ondansetron) [see Warnings and Precautions (5.3), Clinical Pharmacology (12.2)].","ritonavir, boceprevir, clarithromycin, conivaptan, grapefruit juice, indinavir, itraconazole, ketoconazole, lopinavir/ritonavir, nefazodone, nelfinavir, posaconazole, saquinavir, voriconazole, grapefruit, grapefruit juice, rifampin, phenytoin, carbamazepine, St. John’s wort, Hypericum perforatum, midazolam, alfentanil, cyclosporine, dihydroergotamine, ergotamine, everolimus, fentanyl, pimozide, quinidine, sirolimus, tacrolimus, amiodarone, disopyramide, procainamide, quinidine, sotalol, chloroquine, halofantrine, clarithromycin, haloperidol, methadone, moxifloxacin, bepridil, pimozide, ondansetron"
d82aa06e-5a33-4844-99b7-4701313455a4,c6714341-ff44-4178-8c1d-2ba8fc4d6be1,4,"These highlights do not include all the information needed to use JESDUVROQ safely and effectively. See full prescribing information for JESDUVROQ.JESDUVROQ (daprodustat) tablets, for oral useInitial U.S. Approval: 2023",DI,"7 DRUG INTERACTIONS 






•Moderate CYP2C8 Inhibitors: Reduce starting dose. (7.1)

•CYP2C8 Inducers: Monitor hemoglobin and adjust the dose of JESDUVROQ as appropriate. (7.2)








7.1 CYP2C8 Inhibitors 

Concomitant administration of strong CYP2C8 inhibitors (e.g., gemfibrozil) with JESDUVROQ is contraindicated due to a marked increase in daprodustat exposure [see Contraindications (4), Clinical Pharmacology (12.3)]. Concomitant administration of moderate CYP2C8 inhibitors (e.g., clopidogrel) increases daprodustat exposure [see Clinical Pharmacology (12.3)]. Reduce the starting dose of JESDUVROQ by half when initiating treatment in patients on clopidogrel or a moderate CYP2C8 inhibitor except in patients whose starting dose is already 1 mg. Monitor hemoglobin and adjust the dose of JESDUVROQ when initiating or stopping therapy with clopidogrel or a moderate CYP2C8 inhibitor during treatment with JESDUVROQ [see Dosage and Administration (2.6)].








7.2 CYP2C8 Inducers 

CYP2C8 inducers (e.g., rifampin) may decrease daprodustat exposure, which may result in loss of efficacy. Monitor hemoglobin and adjust the dose of JESDUVROQ when initiating or stopping therapy with CYP2C8 inducers during treatment with JESDUVROQ [see Clinical Pharmacology (12.3)].","gemfibrozil, clopidogrel, rifampin"
